global_index,position_in_fov_y_pix,position_in_fov_x_pix,detection_radius,has_matched_histology_cell,fov_center_x,fov_center_y,fov_center_z,batch,antibodies,imaging_date,data_path,slide_replicate
74466,476,433,20.48,False,-38115.45188,54229.01087,41368.83984,0,CD19,8/5/18,antibodies_CD19/batch_0/slide_replicate_0,0
74473,751,1136,20.48,False,-38133.11017,53908.81407,41368.83984,0,CD19,8/5/18,antibodies_CD19/batch_0/slide_replicate_0,0
74492,389,1347,12.8,False,-38221.4016,52307.83008,41329.83984,0,CD19,8/5/18,antibodies_CD19/batch_0/slide_replicate_0,0
75419,688,1570,20.48,False,-38133.78253,36245.81475,41200.83984,0,CD19,8/5/18,antibodies_CD19/batch_0/slide_replicate_0,0
76067,1165,490,20.48,False,-36427.26313,55422.83903,41365.83984,0,CD19,8/5/18,antibodies_CD19/batch_0/slide_replicate_0,0
76133,533,1421,20.48,False,-35962.48573,57967.02161,41365.83984,0,CD19,8/5/18,antibodies_CD19/batch_0/slide_replicate_0,0
76346,1110,244,20.48,False,-36792.42516,42917.7721,41278.83984,0,CD19,8/5/18,antibodies_CD19/batch_0/slide_replicate_0,0
76747,1300,681,12.8,False,-35756.92063,49927.31804,41329.83984,0,CD19,8/5/18,antibodies_CD19/batch_0/slide_replicate_0,0
76877,909,1587,20.48,False,-36304.32749,40001.2173,41236.83984,0,CD19,8/5/18,antibodies_CD19/batch_0/slide_replicate_0,0
77194,490,1331,20.48,False,-35003.94867,51813.71522,41329.83984,0,CD19,8/5/18,antibodies_CD19/batch_0/slide_replicate_0,0
77722,410,932,20.48,False,-34674.77557,46015.38924,41272.83984,0,CD19,8/5/18,antibodies_CD19/batch_0/slide_replicate_0,0
78123,933,716,20.48,False,-33656.92933,52704.73839,41329.83984,0,CD19,8/5/18,antibodies_CD19/batch_0/slide_replicate_0,0
78532,1334,838,20.48,False,-32974.59052,53310.34837,41329.83984,0,CD19,8/5/18,antibodies_CD19/batch_0/slide_replicate_0,0
79568,222,923,20.48,False,-32492.82718,38511.72843,41203.83984,0,CD19,8/5/18,antibodies_CD19/batch_0/slide_replicate_0,0
79870,830,1742,20.48,False,-31280.73979,48723.24236,41263.83984,0,CD19,8/5/18,antibodies_CD19/batch_0/slide_replicate_0,0
81469,1177,954,20.48,False,-29134.10796,40579.18795,41188.83984,0,CD19,8/5/18,antibodies_CD19/batch_0/slide_replicate_0,0
82067,732,1430,12.8,False,-44628.47563,40447.88944,40838.41797,1,CD56,9/17/18,antibodies_CD56/batch_1/slide_replicate_0,0
82902,846,1039,20.48,False,-43410.72626,44878.4692,40844.41797,1,CD56,9/17/18,antibodies_CD56/batch_1/slide_replicate_0,0
83449,1618,1224,20.48,False,-43087.21514,44861.07739,40844.41797,1,CD56,9/17/18,antibodies_CD56/batch_1/slide_replicate_0,0
83557,1551,1269,20.48,False,-42410.5383,51247.62155,40868.41797,1,CD56,9/17/18,antibodies_CD56/batch_1/slide_replicate_0,0
83700,1354,855,20.48,False,-42922.62859,41961.9144,40838.41797,1,CD56,9/17/18,antibodies_CD56/batch_1/slide_replicate_0,0
83881,331,766,20.48,False,-43364.08574,33956.99445,40817.41797,1,CD56,9/17/18,antibodies_CD56/batch_1/slide_replicate_0,0
84087,1222,1030,12.8,False,-43111.20776,32658.81545,40796.41797,1,CD56,9/17/18,antibodies_CD56/batch_1/slide_replicate_0,0
84163,1286,1114,12.8,False,-42916.96661,36180.98023,40817.41797,1,CD56,9/17/18,antibodies_CD56/batch_1/slide_replicate_0,0
84650,1087,812,12.8,False,-42611.11378,35843.39162,40817.41797,1,CD56,9/17/18,antibodies_CD56/batch_1/slide_replicate_0,0
85044,1479,991,12.8,False,-41010.5441,53099.23511,40871.41797,1,CD56,9/17/18,antibodies_CD56/batch_1/slide_replicate_0,0
85164,939,518,20.48,False,-41240.10182,48936.67674,40886.41797,1,CD56,9/17/18,antibodies_CD56/batch_1/slide_replicate_0,0
85670,472,1253,20.48,False,-42317.25725,29404.67205,40790.41797,1,CD56,9/17/18,antibodies_CD56/batch_1/slide_replicate_0,0
87071,954,594,12.8,False,-40887.60846,37677.61338,40847.41797,1,CD56,9/17/18,antibodies_CD56/batch_1/slide_replicate_0,0
87334,445,915,20.48,False,-39716.49962,53029.66789,40871.41797,1,CD56,9/17/18,antibodies_CD56/batch_1/slide_replicate_0,0
87848,880,579,20.48,False,-40881.94648,31896.67921,40817.41797,1,CD56,9/17/18,antibodies_CD56/batch_1/slide_replicate_0,0
87901,1363,1377,12.8,False,-41005.55448,29655.30162,40790.41797,1,CD56,9/17/18,antibodies_CD56/batch_1/slide_replicate_0,0
88099,939,1134,20.48,False,-40593.75193,31238.89381,40817.41797,1,CD56,9/17/18,antibodies_CD56/batch_1/slide_replicate_0,0
88407,1505,1106,20.48,False,-39087.13566,52674.68748,40871.41797,1,CD56,9/17/18,antibodies_CD56/batch_1/slide_replicate_0,0
89653,1662,802,20.48,False,-38404.79684,53280.29746,40874.41797,1,CD56,9/17/18,antibodies_CD56/batch_1/slide_replicate_0,0
91354,1373,1539,20.48,False,-39258.7289,26028.786,40748.41797,1,CD56,9/17/18,antibodies_CD56/batch_1/slide_replicate_0,0
92103,1466,713,20.48,False,-38011.32494,36880.69353,40865.41797,1,CD56,9/17/18,antibodies_CD56/batch_1/slide_replicate_0,0
92190,925,869,20.48,False,-38152.59122,34319.11914,40847.41797,1,CD56,9/17/18,antibodies_CD56/batch_1/slide_replicate_0,0
93297,915,419,20.48,False,-37770.44327,29481.38356,40814.41797,1,CD56,9/17/18,antibodies_CD56/batch_1/slide_replicate_0,0
93437,1063,275,12.8,False,-37711.80644,24661.03978,40748.41797,1,CD56,9/17/18,antibodies_CD56/batch_1/slide_replicate_0,0
93571,1268,1663,20.48,False,-37411.61558,30104.38535,40814.41797,1,CD56,9/17/18,antibodies_CD56/batch_1/slide_replicate_0,0
94131,433,689,20.48,False,-36417.08959,42254.47187,40889.41797,1,CD56,9/17/18,antibodies_CD56/batch_1/slide_replicate_0,0
94596,877,1614,20.48,False,-37064.78419,24626.25617,40757.41797,1,CD56,9/17/18,antibodies_CD56/batch_1/slide_replicate_0,0
94796,1550,1275,20.48,False,-36517.37733,34552.35691,40847.41797,1,CD56,9/17/18,antibodies_CD56/batch_1/slide_replicate_0,0
95241,1276,574,12.8,False,-35999.62507,38057.12988,40874.41797,1,CD56,9/17/18,antibodies_CD56/batch_1/slide_replicate_0,0
95584,775,1654,20.48,False,-36400.10366,24911.66935,40757.41797,1,CD56,9/17/18,antibodies_CD56/batch_1/slide_replicate_0,0
95650,998,1146,20.48,False,-36223.52081,28113.63733,40793.41797,1,CD56,9/17/18,antibodies_CD56/batch_1/slide_replicate_0,0
96655,1268,1428,20.48,False,-35594.15685,27758.65692,40793.41797,1,CD56,9/17/18,antibodies_CD56/batch_1/slide_replicate_0,0
98068,641,475,20.48,False,-34305.77434,33470.02387,40829.41797,1,CD56,9/17/18,antibodies_CD56/batch_1/slide_replicate_0,0
98078,1501,1023,20.48,False,-34341.09091,32829.63027,40829.41797,1,CD56,9/17/18,antibodies_CD56/batch_1/slide_replicate_0,0
98407,1544,1675,20.48,False,-34141.18779,30570.86088,40793.41797,1,CD56,9/17/18,antibodies_CD56/batch_1/slide_replicate_0,0
98576,1220,1719,20.48,False,-33558.46436,41137.35522,40877.41797,1,CD56,9/17/18,antibodies_CD56/batch_1/slide_replicate_0,0
99401,1374,1243,20.48,False,-33140.99983,36940.01323,40853.41797,1,CD56,9/17/18,antibodies_CD56/batch_1/slide_replicate_0,0
99529,288,1481,12.8,False,-31899.25785,53572.85493,40868.41797,1,CD56,9/17/18,antibodies_CD56/batch_1/slide_replicate_0,0
99652,1640,1048,20.48,False,-32393.68985,44607.34458,40871.41797,1,CD56,9/17/18,antibodies_CD56/batch_1/slide_replicate_0,0
100309,1381,1053,20.48,False,-31658.37618,46173.54496,40871.41797,1,CD56,9/17/18,antibodies_CD56/batch_1/slide_replicate_0,0
100768,484,450,12.8,False,-32306.07078,28545.32925,40790.41797,1,CD56,9/17/18,antibodies_CD56/batch_1/slide_replicate_0,0
101042,464,967,20.48,False,-30964.04105,52880.28591,40868.41797,1,CD56,9/17/18,antibodies_CD56/batch_1/slide_replicate_0,0
101106,1534,1426,20.48,False,-30923.06251,47739.74534,40868.41797,1,CD56,9/17/18,antibodies_CD56/batch_1/slide_replicate_0,0
102113,1497,1393,20.48,False,-31035.34655,33936.4994,40820.41797,1,CD56,9/17/18,antibodies_CD56/batch_1/slide_replicate_0,0
102121,1541,402,20.48,False,-31053.00484,33616.3026,40820.41797,1,CD56,9/17/18,antibodies_CD56/batch_1/slide_replicate_0,0
102654,1263,449,20.48,False,-29964.52545,41586.43895,40835.41797,1,CD56,9/17/18,antibodies_CD56/batch_1/slide_replicate_0,0
103341,254,1476,20.48,False,-29653.01064,35467.91617,40817.41797,1,CD56,9/17/18,antibodies_CD56/batch_1/slide_replicate_0,0
103656,1485,1129,20.48,False,-29117.60009,39292.88594,40820.41797,1,CD56,9/17/18,antibodies_CD56/batch_1/slide_replicate_0,0
104013,751,1088,20.48,False,-29164.91297,32551.36137,40781.41797,1,CD56,9/17/18,antibodies_CD56/batch_1/slide_replicate_0,0
104496,1264,1444,20.48,False,-28341.30787,35718.54574,40799.41797,1,CD56,9/17/18,antibodies_CD56/batch_1/slide_replicate_0,0
104518,1719,900,20.48,False,-28411.94101,34437.75855,40796.41797,1,CD56,9/17/18,antibodies_CD56/batch_1/slide_replicate_0,0
105083,399,817,20.48,False,-27494.38251,33424.99273,40757.41797,1,CD56,9/17/18,antibodies_CD56/batch_1/slide_replicate_0,0
105555,670,1264,12.8,False,-44981.48398,48431.95582,41129.96094,0,CD45,8/13/18,antibodies_CD45/batch_0/slide_replicate_0,0
106663,894,1304,20.48,False,-42952.12582,49928.58897,41171.96094,0,CD45,8/13/18,antibodies_CD45/batch_0/slide_replicate_0,0
107735,1771,925,20.48,False,-41905.29734,45376.26657,41141.96094,0,CD45,8/13/18,antibodies_CD45/batch_0/slide_replicate_0,0
107902,1319,506,20.48,False,-42664.60363,31607.80425,41000.96094,0,CD45,8/13/18,antibodies_CD45/batch_0/slide_replicate_0,0
108077,622,495,20.48,False,-40569.60195,57829.15809,41168.96094,0,CD45,8/13/18,antibodies_CD45/batch_0/slide_replicate_0,0
108119,1104,748,20.48,False,-40675.55166,55907.9773,41177.96094,0,CD45,8/13/18,antibodies_CD45/batch_0/slide_replicate_0,0
108122,853,307,12.8,False,-40675.55166,55907.9773,41177.96094,0,CD45,8/13/18,antibodies_CD45/batch_0/slide_replicate_0,0
109424,1427,1687,20.48,False,-39558.09004,52636.44209,41183.96094,0,CD45,8/13/18,antibodies_CD45/batch_0/slide_replicate_0,0
110066,723,879,20.48,False,-38840.43465,53882.44567,41180.96094,0,CD45,8/13/18,antibodies_CD45/batch_0/slide_replicate_0,0
110098,1523,905,20.48,False,-38946.38436,51961.26488,41183.96094,0,CD45,8/13/18,antibodies_CD45/batch_0/slide_replicate_0,0
110256,1402,723,20.48,False,-39476.13294,42355.36094,41147.96094,0,CD45,8/13/18,antibodies_CD45/batch_0/slide_replicate_0,0
110400,1393,799,20.48,False,-39952.90666,33710.04739,41024.96094,0,CD45,8/13/18,antibodies_CD45/batch_0/slide_replicate_0,0
110659,1829,800,20.48,False,-38069.80441,56089.03965,41174.96094,0,CD45,8/13/18,antibodies_CD45/batch_0/slide_replicate_0,0
110727,1398,1019,20.48,False,-38193.41241,53847.66206,41180.96094,0,CD45,8/13/18,antibodies_CD45/batch_0/slide_replicate_0,0
110932,1383,1725,20.48,False,-38617.21127,46162.9389,41168.96094,0,CD45,8/13/18,antibodies_CD45/batch_0/slide_replicate_0,0
111038,882,415,12.8,False,-38970.37698,39759.00294,41120.96094,0,CD45,8/13/18,antibodies_CD45/batch_0/slide_replicate_0,0
111449,1767,584,12.8,False,-37511.07359,54453.27204,41180.96094,0,CD45,8/13/18,antibodies_CD45/batch_0/slide_replicate_0,0
111753,1552,1275,20.48,False,-38464.62103,37162.64494,41081.96094,0,CD45,8/13/18,antibodies_CD45/batch_0/slide_replicate_0,0
113387,1277,1069,20.48,False,-36841.40345,31294.75174,41006.96094,0,CD45,8/13/18,antibodies_CD45/batch_0/slide_replicate_0,0
113688,1232,629,20.48,False,-35788.24063,38624.49448,41090.96094,0,CD45,8/13/18,antibodies_CD45/batch_0/slide_replicate_0,0
113837,1248,643,20.48,False,-35906.18665,30602.18272,40973.96094,0,CD45,8/13/18,antibodies_CD45/batch_0/slide_replicate_0,0
114123,638,713,20.48,False,-35388.43439,34106.95569,41021.96094,0,CD45,8/13/18,antibodies_CD45/batch_0/slide_replicate_0,0
114412,1396,388,20.48,False,-34070.39728,46239.65041,41129.96094,0,CD45,8/13/18,antibodies_CD45/batch_0/slide_replicate_0,0
115923,524,1096,20.48,False,-32012.05689,36494.61202,41015.96094,0,CD45,8/13/18,antibodies_CD45/batch_0/slide_replicate_0,0
116094,873,1187,20.48,False,-30393.82892,54070.6523,41093.96094,0,CD45,8/13/18,antibodies_CD45/batch_0/slide_replicate_0,0
116602,1655,925,12.8,False,-35397.02091,25984.73624,40748.72266,1,CD19,9/14/18,antibodies_CD19/batch_1/slide_replicate_0,0
116700,1129,1278,20.48,False,-44777.49284,50492.49815,41116.57422,0,CD123,8/8/18,antibodies_CD123/batch_0/slide_replicate_0,0
116768,266,1343,20.48,False,-44954.0757,47290.53017,41104.57422,0,CD123,8/8/18,antibodies_CD123/batch_0/slide_replicate_0,0
117759,964,557,20.48,False,-44419.3375,33452.50062,41056.57422,0,CD123,8/8/18,antibodies_CD123/batch_0/slide_replicate_0,0
117838,1634,759,20.48,False,-43548.41952,43361.20956,41095.57422,0,CD123,8/8/18,antibodies_CD123/batch_0/slide_replicate_0,0
118133,1332,310,20.48,False,-42907.05925,49107.36012,41116.57422,0,CD123,8/8/18,antibodies_CD123/batch_0/slide_replicate_0,0
118199,766,1250,20.48,False,-43065.98383,46225.58894,41104.57422,0,CD123,8/8/18,antibodies_CD123/batch_0/slide_replicate_0,0
118481,1337,934,20.48,False,-43895.92326,31176.33942,41038.57422,0,CD123,8/8/18,antibodies_CD123/batch_0/slide_replicate_0,0
119108,1087,1861,20.48,False,-42701.49416,41067.65656,41089.57422,0,CD123,8/8/18,antibodies_CD123/batch_0/slide_replicate_0,0
119502,847,866,20.48,False,-41742.28474,52577.34948,41125.57422,0,CD123,8/8/18,antibodies_CD123/batch_0/slide_replicate_0,0
119839,563,1050,20.48,False,-42019.15534,41673.26654,41089.57422,0,CD123,8/8/18,antibodies_CD123/batch_0/slide_replicate_0,0
120229,1162,1065,20.48,False,-40789.40967,52204.97727,41125.57422,0,CD123,8/8/18,antibodies_CD123/batch_0/slide_replicate_0,0
120490,946,1538,20.48,False,-41407.44967,40998.08933,41089.57422,0,CD123,8/8/18,antibodies_CD123/batch_0/slide_replicate_0,0
120906,1283,1792,20.48,False,-41154.57169,39699.91033,41089.57422,0,CD123,8/8/18,antibodies_CD123/batch_0/slide_replicate_0,0
121640,1228,979,20.48,False,-41449.10058,28475.63059,41035.57422,0,CD123,8/8/18,antibodies_CD123/batch_0/slide_replicate_0,0
122047,1375,1113,20.48,False,-39636.63147,49573.83566,41119.57422,0,CD123,8/8/18,antibodies_CD123/batch_0/slide_replicate_0,0
122315,1189,1670,20.48,False,-40219.3549,39007.34132,41089.57422,0,CD123,8/8/18,antibodies_CD123/batch_0/slide_replicate_0,0
122471,1406,1070,20.48,False,-40537.20405,33243.79895,41056.57422,0,CD123,8/8/18,antibodies_CD123/batch_0/slide_replicate_0,0
124068,491,570,20.48,False,-38519.16984,46302.30045,41113.57422,0,CD123,8/8/18,antibodies_CD123/batch_0/slide_replicate_0,0
124996,970,999,20.48,False,-38295.94646,38582.79368,41086.57422,0,CD123,8/8/18,antibodies_CD123/batch_0/slide_replicate_0,0
125740,570,647,20.48,False,-37913.7985,33745.05809,41059.57422,0,CD123,8/8/18,antibodies_CD123/batch_0/slide_replicate_0,0
125837,702,1817,20.48,False,-38161.01451,29262.30292,41035.57422,0,CD123,8/8/18,antibodies_CD123/batch_0/slide_replicate_0,0
126061,862,1088,20.48,False,-37572.6291,34047.86309,41059.57422,0,CD123,8/8/18,antibodies_CD123/batch_0/slide_replicate_0,0
126074,959,1022,20.48,False,-37554.97081,34368.05988,41059.57422,0,CD123,8/8/18,antibodies_CD123/batch_0/slide_replicate_0,0
126227,694,1278,20.48,False,-36989.90566,44614.35743,41110.57422,0,CD123,8/8/18,antibodies_CD123/batch_0/slide_replicate_0,0
126267,690,626,20.48,False,-36778.00623,48456.719,41119.57422,0,CD123,8/8/18,antibodies_CD123/batch_0/slide_replicate_0,0
126562,1484,803,20.48,False,-36648.73626,44917.16242,41104.57422,0,CD123,8/8/18,antibodies_CD123/batch_0/slide_replicate_0,0
126857,780,1631,20.48,False,-37284.43455,33390.07768,41059.57422,0,CD123,8/8/18,antibodies_CD123/batch_0/slide_replicate_0,0
127094,1265,922,20.48,False,-37455.35543,24407.17553,40999.57422,0,CD123,8/8/18,antibodies_CD123/batch_0/slide_replicate_0,0
127162,1730,1543,20.48,False,-36996.24,32732.29228,41050.57422,0,CD123,8/8/18,antibodies_CD123/batch_0/slide_replicate_0,0
127210,1717,1282,20.48,False,-36413.51656,43298.78662,41104.57422,0,CD123,8/8/18,antibodies_CD123/batch_0/slide_replicate_0,0
127583,1234,1735,20.48,False,-36655.07059,33035.09727,41050.57422,0,CD123,8/8/18,antibodies_CD123/batch_0/slide_replicate_0,0
127902,1407,376,20.48,False,-35466.30346,48707.34858,41116.57422,0,CD123,8/8/18,antibodies_CD123/batch_0/slide_replicate_0,0
128044,1253,1602,20.48,False,-35054.50091,50290.94076,41116.57422,0,CD123,8/8/18,antibodies_CD123/batch_0/slide_replicate_0,0
128057,622,481,20.48,False,-35089.81748,49650.54716,41116.57422,0,CD123,8/8/18,antibodies_CD123/batch_0/slide_replicate_0,0
128421,1794,939,20.48,False,-36396.53064,25955.9841,41005.57422,0,CD123,8/8/18,antibodies_CD123/batch_0/slide_replicate_0,0
128606,353,837,20.48,False,-35066.49722,44189.80979,41104.57422,0,CD123,8/8/18,antibodies_CD123/batch_0/slide_replicate_0,0
128996,705,467,20.48,False,-35519.95068,30083.75886,41038.57422,0,CD123,8/8/18,antibodies_CD123/batch_0/slide_replicate_0,0
129269,576,1381,20.48,False,-33925.04298,53120.53653,41119.57422,0,CD123,8/8/18,antibodies_CD123/batch_0/slide_replicate_0,0
129980,602,399,20.48,False,-33678.49933,39940.29238,41071.57422,0,CD123,8/8/18,antibodies_CD123/batch_0/slide_replicate_0,0
130184,550,647,20.48,False,-34384.83076,27132.42045,41005.57422,0,CD123,8/8/18,antibodies_CD123/batch_0/slide_replicate_0,0
130998,890,845,20.48,False,-32884.54883,36686.14898,41065.57422,0,CD123,8/8/18,antibodies_CD123/batch_0/slide_replicate_0,0
131194,1556,455,20.48,False,-32119.58056,44673.67713,41089.57422,0,CD123,8/8/18,antibodies_CD123/batch_0/slide_replicate_0,0
131795,737,271,20.48,False,-31843.38232,37914.76075,41062.57422,0,CD123,8/8/18,antibodies_CD123/batch_0/slide_replicate_0,0
131862,1311,376,20.48,False,-32125.91489,32791.61198,41041.57422,0,CD123,8/8/18,antibodies_CD123/batch_0/slide_replicate_0,0
132175,1013,1045,20.48,False,-31131.38891,44941.69851,41089.57422,0,CD123,8/8/18,antibodies_CD123/batch_0/slide_replicate_0,0
132369,940,500,20.48,False,-30896.16922,43323.32271,41065.57422,0,CD123,8/8/18,antibodies_CD123/batch_0/slide_replicate_0,0
132380,383,1164,20.48,False,-30931.48579,42682.92911,41074.57422,0,CD123,8/8/18,antibodies_CD123/batch_0/slide_replicate_0,0
132697,1043,1576,20.48,False,-31420.25581,27936.48459,40987.57422,0,CD123,8/8/18,antibodies_CD123/batch_0/slide_replicate_0,0
132726,417,1670,20.48,False,-31278.98953,30498.05898,41005.57422,0,CD123,8/8/18,antibodies_CD123/batch_0/slide_replicate_0,0
132870,1848,680,20.48,False,-30107.88069,45850.11348,41068.57422,0,CD123,8/8/18,antibodies_CD123/batch_0/slide_replicate_0,0
133343,505,645,20.48,False,-29513.8333,44854.73948,41068.57422,0,CD123,8/8/18,antibodies_CD123/batch_0/slide_replicate_0,0
133436,1419,346,20.48,False,-29866.99902,38450.80351,41038.57422,0,CD123,8/8/18,antibodies_CD123/batch_0/slide_replicate_0,0
133829,1779,915,20.48,False,-28760.86134,46741.13665,41062.57422,0,CD123,8/8/18,antibodies_CD123/batch_0/slide_replicate_0,0
134953,898,1793,12.8,False,-38611.90818,26138.75365,40810.76953,0,all,8/21/18,antibodies_all/batch_0/slide_replicate_0,0
134978,831,618,20.48,False,-38470.64189,28700.32803,40819.76953,0,all,8/21/18,antibodies_all/batch_0/slide_replicate_0,0
135112,1582,466,12.8,False,-37034.65876,48855.33451,40918.76953,0,all,8/21/18,antibodies_all/batch_0/slide_replicate_0,0
135177,770,683,12.8,False,-37405.48276,42131.20175,40894.76953,0,all,8/21/18,antibodies_all/batch_0/slide_replicate_0,0
136190,1324,1312,12.8,False,-36270.36285,39179.86334,40876.76953,0,all,8/21/18,antibodies_all/batch_0/slide_replicate_0,0
136558,806,1005,12.8,False,-35558.36944,46206.80109,40912.76953,0,all,8/21/18,antibodies_all/batch_0/slide_replicate_0,0
136991,1053,1808,12.8,False,-35988.50264,26640.01279,40819.76953,0,all,8/21/18,antibodies_all/batch_0/slide_replicate_0,0
137333,1416,1380,12.8,False,-35258.85094,33987.14734,40858.76953,0,all,8/21/18,antibodies_all/batch_0/slide_replicate_0,0
137442,764,1452,12.8,False,-35682.6498,26302.42419,40813.76953,0,all,8/21/18,antibodies_all/batch_0/slide_replicate_0,0
138280,1355,274,20.48,False,-33599.64443,46422.64705,40909.76953,0,all,8/21/18,antibodies_all/batch_0/slide_replicate_0,0
138445,1050,1676,20.48,False,-33646.95731,39681.12249,40885.76953,0,all,8/21/18,antibodies_all/batch_0/slide_replicate_0,0
138596,937,1149,20.48,False,-34335.63046,27193.44736,40813.76953,0,all,8/21/18,antibodies_all/batch_0/slide_replicate_0,0
138929,1380,297,20.48,False,-33146.86333,42865.69866,40891.76953,0,all,8/21/18,antibodies_all/batch_0/slide_replicate_0,0
139773,1586,1236,20.48,False,-32829.68654,30966.24171,40834.76953,0,all,8/21/18,antibodies_all/batch_0/slide_replicate_0,0
139816,551,1447,20.48,False,-32953.29454,28724.86412,40825.76953,0,all,8/21/18,antibodies_all/batch_0/slide_replicate_0,0
139917,1253,309,20.48,False,-33306.46026,22320.92816,40786.76953,0,all,8/21/18,antibodies_all/batch_0/slide_replicate_0,0
139946,1620,535,20.48,False,-33000.60742,21983.33955,40774.76953,0,all,8/21/18,antibodies_all/batch_0/slide_replicate_0,0
140594,905,242,20.48,False,-32677.0963,21965.94775,40774.76953,0,all,8/21/18,antibodies_all/batch_0/slide_replicate_0,0
142148,980,1562,12.8,False,-30170.96443,32107.89445,40822.76953,0,all,8/21/18,antibodies_all/batch_0/slide_replicate_0,0
142383,1714,545,20.48,False,-29564.92073,37213.65142,40843.76953,0,all,8/21/18,antibodies_all/batch_0/slide_replicate_0,0
142879,720,999,20.48,False,-29288.72249,30454.73504,40807.76953,0,all,8/21/18,antibodies_all/batch_0/slide_replicate_0,0
142891,601,1660,20.48,False,-29253.40592,31095.12864,40807.76953,0,all,8/21/18,antibodies_all/batch_0/slide_replicate_0,0
143507,1719,492,20.48,False,-27505.90798,45131.61234,40870.76953,0,all,8/21/18,antibodies_all/batch_0/slide_replicate_0,0
143644,1182,1003,20.48,False,-28282.87256,31042.95322,40804.76953,0,all,8/21/18,antibodies_all/batch_0/slide_replicate_0,0
144334,766,245,20.48,False,-26676.6409,42517.86253,40843.76953,0,all,8/21/18,antibodies_all/batch_0/slide_replicate_0,0
144381,1505,581,12.8,False,-26423.76292,41219.68353,40843.76953,0,all,8/21/18,antibodies_all/batch_0/slide_replicate_0,0
144473,1603,1045,12.8,False,-26812.24521,34175.35397,40804.76953,0,all,8/21/18,antibodies_all/batch_0/slide_replicate_0,0
144953,1143,1327,20.48,False,-45043.42325,36864.72226,40948.32813,0,CD14,8/15/18,antibodies_CD14/batch_0/slide_replicate_0,0
146571,425,912,20.48,False,-42772.51107,48625.04476,41020.32813,0,CD14,8/15/18,antibodies_CD14/batch_0/slide_replicate_0,0
146703,880,886,20.48,False,-43055.04364,43501.89599,40999.32813,0,CD14,8/15/18,antibodies_CD14/batch_0/slide_replicate_0,0
146730,1438,242,20.48,False,-43125.67678,42221.10879,40984.32813,0,CD14,8/15/18,antibodies_CD14/batch_0/slide_replicate_0,0
147078,666,1845,12.8,False,-43937.95793,27492.05608,40909.32813,0,CD14,8/15/18,antibodies_CD14/batch_0/slide_replicate_0,0
147151,1080,1423,20.48,False,-44079.22422,24930.48169,40885.32813,0,CD14,8/15/18,antibodies_CD14/batch_0/slide_replicate_0,0
147476,651,1537,12.8,False,-42408.0214,43467.11237,40999.32813,0,CD14,8/15/18,antibodies_CD14/batch_0/slide_replicate_0,0
147793,1513,1159,20.48,False,-43114.35283,30659.24045,40921.32813,0,CD14,8/15/18,antibodies_CD14/batch_0/slide_replicate_0,0
148825,1768,764,20.48,False,-41366.85489,44695.72415,41008.32813,0,CD14,8/15/18,antibodies_CD14/batch_0/slide_replicate_0,0
149639,1379,348,12.8,False,-40361.00496,45283.94232,41008.32813,0,CD14,8/15/18,antibodies_CD14/batch_0/slide_replicate_0,0
149708,754,1171,20.48,False,-40502.27124,42722.36794,41008.32813,0,CD14,8/15/18,antibodies_CD14/batch_0/slide_replicate_0,0
150806,649,573,20.48,False,-40561.58043,29879.7124,40930.32813,0,CD14,8/15/18,antibodies_CD14/batch_0/slide_replicate_0,0
151181,814,1539,20.48,False,-39049.30218,45534.5719,41017.32813,0,CD14,8/15/18,antibodies_CD14/batch_0/slide_replicate_0,0
151577,477,911,20.48,False,-40038.16619,27603.5512,40915.32813,0,CD14,8/15/18,antibodies_CD14/batch_0/slide_replicate_0,0
153850,495,1183,20.48,False,-38079.44118,27819.39716,40933.32813,0,CD14,8/15/18,antibodies_CD14/batch_0/slide_replicate_0,0
155153,849,913,20.48,False,-36008.43212,41838.48905,41002.32813,0,CD14,8/15/18,antibodies_CD14/batch_0/slide_replicate_0,0
156759,851,1242,20.48,False,-35456.03564,28320.6563,40930.32813,0,CD14,8/15/18,antibodies_CD14/batch_0/slide_replicate_0,0
156803,593,535,20.48,False,-35579.64364,26079.27872,40918.32813,0,CD14,8/15/18,antibodies_CD14/batch_0/slide_replicate_0,0
158178,630,1588,20.48,False,-34197.30772,27610.69548,40927.32813,0,CD14,8/15/18,antibodies_CD14/batch_0/slide_replicate_0,0
158292,1710,1555,12.8,False,-34603.4483,20246.16912,40864.32813,0,CD14,8/15/18,antibodies_CD14/batch_0/slide_replicate_0,0
158640,1677,932,20.48,False,-33285.41119,32378.86384,40948.32813,0,CD14,8/15/18,antibodies_CD14/batch_0/slide_replicate_0,0
159118,869,1724,20.48,False,-31985.03237,44191.36176,41002.32813,0,CD14,8/15/18,antibodies_CD14/batch_0/slide_replicate_0,0
159341,1089,888,20.48,False,-32603.07238,32984.47383,40948.32813,0,CD14,8/15/18,antibodies_CD14/batch_0/slide_replicate_0,0
159977,408,435,20.48,False,-32061.99985,31028.50942,40936.32813,0,CD14,8/15/18,antibodies_CD14/batch_0/slide_replicate_0,0
160509,794,305,20.48,False,-30814.59589,41880.41695,40987.32813,0,CD14,8/15/18,antibodies_CD14/batch_0/slide_replicate_0,0
160835,277,703,20.48,False,-31644.53532,26831.16744,40909.32813,0,CD14,8/15/18,antibodies_CD14/batch_0/slide_replicate_0,0
